numero,date,code,annee,titre,mode,type,entité,sous-entité,montant,devise,taxes,titulaire
425,2011-11-25,F1473/11,2011,Fourniture de matériel et mobilier de bureau au profit des directions et nouveaux services (lot n° 2: mobilier de bureau),Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,26104500.00,F CFA,TTC,SENEGAL EQUIP
428,2011-11-25,F1476/11,2011,"Fourniture de divers mobiliers et matériels d'appartement destinés à Monsieur Oumar SARR, Inspecteur Général d'Etat",Entente directe,Fournitures,Ministère de l'Economie et des Finances , DMTA,10000000.00,F CFA,TTC,SENEGAL EQUIP
429,2011-11-25,F1477/11,2011,Fourniture et instalation de logiciels IBM,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,546432741.00,F CFA,TTC,CFAO Technologies
430,2011-11-25,F1478/11,2011,Acquisition de 11 200 000 gaines noires en polyéthylène,Appel d'offres ouvert,Fournitures,"Ministère de l'Environnement, de la Protection de la Nature", DEFCCS,67796610.00,F CFA,HD-HT,SIEPA
431,2011-11-25,F1479/11,2011,Fourniture et Installation de logiciels IBM,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DTAI,486138667.00,F CFA,TTC,CFAO Technologies
432,2011-11-25,F1480/11,2011,Acquisition de deux (02) véhicules 4X4 station wagon et un (01) pick up double cabine,Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture ,,59000000.00,F CFA,HD-HT,CFAO Motors Sénégal
433,2011-11-25,F1481/11,2011,Fourniture de mobiliers de bureau à la DCMP (lot n°1),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DCMP,9988110.00,F CFA,TTC,Master Office
434,2011-11-25,F1482/11,2011,Fourniture de mobiliers de bureau à la DCMP (lot n°2),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DCMP,12098540.00,F CFA,TTC,CONTECHS
435,2011-11-25,F1483/11,2011,"Fourniture d'équipements et de matériels de laboratoire (sciences physiques, chimie et SVT) lots n° 3 & 4",Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,111544368.00,F CFA,TTC,Unitrade
419,2011-11-25,F1486/11,2011,"Acquisition d'un (01) véhicules 4X4 station wagon, châssis long : lot n° 1",Appel d'offres ouvert,Fournitures,Fonds spécial de Soutien au Secteur de l\'Energie (FSE),,46620000.00,F CFA,TTC,CFAO Motors Sénégal
438,2011-11-25,F1487/11,2011,Acquisition de trois (03) véhicules berlines : lot n° 2,Appel d'offres ouvert,Fournitures,Fonds spécial de Soutien au Secteur de l\'Energie (FSE),,42300000.00,F CFA,TTC,MATFORCE
439,2011-11-25,F1488/11,2011,Fourniture de véhicules (02 véhicules 4x4 double cabine : lot n° 2 et 01 véhicule berline : lot n° 3),Appel d'offres ouvert,Fournitures,Minsitère des énergies renouvelables,,27400000.00,F CFA,TTC,Espace Auto
440,2011-11-25,F1489/11,2011,Fourniture de véhicules (02 véhicules 4x4 station wagon: lot n° 1),Appel d'offres ouvert,Fournitures,Minsitère des énergies renouvelables,,67360000.00,F CFA,TTC,EMG UNIVERSAL AUTO
422,2011-11-25,T1470/11,2011,"Construction de quatre (04) daaras modernes à Mbacké Kadior (Louga), Bogal (Sédhiou), Mouré et Sokone (Fatick): lot n°3",Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,74547956.00,F CFA,TTC,Centre d'Etudes et de Construction (CEC)
426,2011-11-25,T1474/11,2011,Réhabilitation de la climatisation centrale de l'immeuble Guillet R+2 et R+5 pour le compte du Ministère de l'Economie et des Finances,Appel d'offres ouvert,Travaux,Ministère de l'Economie et des Finances , DAGE,81038270.00,F CFA,TTC,GENERALE D'EQUIPEMENT
437,2011-11-25,T1485/11,2011,Travaux de Construction du stade de Guinguinéo,Appel d'offres ouvert,Travaux,Ministère des Sports et des Loisirs,,73631699.00,F CFA,TTC,BETA Construction Sarl
442,2011-11-28,F1490/11,2011,"Fourniture et installation d'équipements informatiques, mobiliers et ambulances pour le projet d'amélioration du secteur de la santé dans la région de Tambacounda (lot n° 2: mobilier de bureau)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique", DAGE,80733240.00,F CFA,TTC,OFFICE CHOICE
443,2011-11-28,F1491/11,2011,"Fourniture et installation d'équipements informatiques, mobiliers et ambulances pour le projet d'amélioration du secteur de la santé dans la région de Tambacounda (lot n° 7: équipements de buanderie)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,37216822.00,F CFA,HD-HT,FERMON LABO
444,2011-11-28,F1492/11,2011,"Fourniture et installation d'équipements informatiques, mobiliers et ambulances pour le projet d'amélioration du secteur de la santé dans la région de Tambacounda (lot n° 3: équipement informatique)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,93558223.00,F CFA,TTC,SeSa Technologies
445,2011-11-28,F1493/11,2011,"Fourniture et installation d'équipements informatiques, mobiliers et ambulances pour le projet d'amélioration du secteur de la santé dans la région de Tambacounda (lot n° 1: mobiliers médicaux)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,78947874.00,F CFA,TTC,Afrique Conception Distribution
446,2011-11-28,F1494/11,2011,"Fourniture et installation d'équipements informatiques, mobiliers et ambulances pour le projet d'amélioration du secteur de la santé dans la région de Tambacounda (lot n° 5: outils et matériels de maintenance)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,72104887.00,F CFA,TTC,Afrique Conception Distribution
451,2011-11-28,F1499/11,2011,Fourniture de petits matériels de nettoiement,Appel d'offres ouvert,Fournitures,Agence Nationale de la Propreté du Sénégal (APROSEN),,37805725.00,F CFA,TTC,Ets Elimane FALL
452,2011-11-28,F1500/11,2011,"Fourniture de produits pharmaceutique injectables et autres fournitures pharmaceutiques: fluides médicaux (lot n°2: sous lots n° 1, 2, 3 et 4)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,5815445.00,F CFA,TTC,Air Liquide SEGOA
453,2011-11-28,F1501/11,2011,Travaux d'entretien et de maintenance des bâtiments administratifs (lot n° 6),Appel d'offres ouvert,Fournitures,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,59593758.00,F CFA,TTC,GIE THIAYTOU
454,2011-11-28,F1502/11,2011,Travaux d'entretien et de maintenance des bâtiments administratifs (lot n° 1),Appel d'offres ouvert,Fournitures,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,84154763.00,F CFA,TTC,PRESS HIGH TECH
455,2011-11-28,F1503/11,2011,Travaux d'entretien et de maintenance des bâtiments administratifs (lot n° 7),Appel d'offres ouvert,Fournitures,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,84061822.00,F CFA,TTC,SGT LE TAIF
456,2011-11-28,F1504/11,2011,Travaux d'entretien et de maintenance des bâtiments administratifs (lot n° 8),Appel d'offres ouvert,Fournitures,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,69782946.00,F CFA,TTC,IDEAL Concept
457,2011-11-28,F1505/11,2011,Travaux d'entretien et de maintenance des bâtiments administratifs (lot n° 2),Appel d'offres ouvert,Fournitures,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,84724067.00,F CFA,TTC,SAREC TP
458,2011-11-28,F1506/11,2011,Travaux d'entretien et de maintenance des bâtiments administratifs (lot n° 4),Appel d'offres ouvert,Fournitures,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,69060391.00,F CFA,TTC,GLOBUS SARL
459,2011-11-28,F1507/11,2011,Travaux d'entretien et de maintenance des bâtiments administratifs (lot n° 5),Appel d'offres ouvert,Fournitures,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,59871770.00,F CFA,TTC,BAT-PRES
461,2011-11-28,F1510/11,2011,Fourniture de moyen logistique pour le service national d'hygiène : lot n°1 (un véhicule 4X4 de supervision),Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,26560000.00,F CFA,TTC,CFAO Motors Sénégal
448,2011-11-28,S1496/11,2011,Prestation de collecte (lot n° 3),Appel d'offres ouvert,Services courants,Agence Nationale de la Propreté du Sénégal (APROSEN),,1397120.00,F CFA,TTC,ADK SA
449,2011-11-28,S1497/11,2011,Prestation de collecte (lot n° 4),Appel d'offres ouvert,Services courants,Agence Nationale de la Propreté du Sénégal (APROSEN),,1510400.00,F CFA,TTC,Compagnie de Commerce et de Services (CCS)
450,2011-11-28,S1498/11,2011,Prestation de collecte (lot n° 5),Appel d'offres ouvert,Services courants,Agence Nationale de la Propreté du Sénégal (APROSEN),,3540.00,F CFA,TTC,SENTAAR SUARL
447,2011-11-28,T1495/11,2011,Travaux de fonçage de cinq (05) puits pour le compte du Parc national de Niokolo Koba,Appel d'offres ouvert,Travaux,"Ministère de l'Environnement, de la Protection de la Nature",,39743875.00,F CFA,TTC,SO.DE.CO
441,2011-11-28,T1508/11,2011,Travaux de viabilisation du site de recasement des mécaniciens à Diamniadio,Entente directe,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DUA,976047531.00,F CFA,TTC,GENITE Sarl
460,2011-11-28,T1509/11,2011,Services d'entretien des aménagements paysagers des grandes artères routières de Dakar: corniche Ouest-bloc des madeleines-pharmacie des mamelles,Appel d'offres ouvert,Travaux,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,195290000.00,F CFA,TTC,GIE ARDO WODABE
462,2011-11-29,T1511/11,2011,Travaux de construction de l'inspection d'académie de Sédhiou,Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,84595870.00,F CFA,TTC,Sahel Building
463,2011-11-30,F1512/11,2011,Fourniture de matériels de protection individuelle et de camping,Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture ,,19210400.00,F CFA,TTC,Ets DIAGNE & Fréres
464,2011-12-01,F1513/11,2011,Fourniture de matériels de sauvetage et de signalisation au profit de la Direction de la Protection Civile (lot n°1),Appel d'offres ouvert,Fournitures,Ministère de l'Intérieur ,,7490000.00,F CFA,TTC,SEVAM
465,2011-12-01,F1514/11,2011,Fourniture de matériels de sauvetage et de signalisation au profit de la Direction de la Protection Civile (lot n°2),Appel d'offres ouvert,Fournitures,Ministère de l'Intérieur ,,14385000.00,F CFA,TTC,Entreprise Sénégalaise de Distribution (ESD)
466,2011-12-01,F1515/11,2011,Fourniture de Lampes torches haute portée et de projecteurs au profits de la Direction de la Protection civile,Appel d'offres ouvert,Fournitures,Ministère de l'Intérieur , DGE,14670000.00,F CFA,TTC,SEVAM
468,2011-12-01,F1517/11,2011,Fourniture et installation de baie de stockage DS 8800,Entente directe,Fournitures,Ministère de l'Economie et des Finances , DGD,350553681.00,F CFA,HD-HT,CFAO Technologies
467,2011-12-01,T1516/11,2011,Travaux de réhabilitation de bâtiments administratifs (lot n°6: caserne des sapeurs pompiers de Podor),Appel d'offres ouvert,Travaux,Ministère de l'Intérieur , GNSP,5929819.00,F CFA,TTC,E.G BAT CHICORY
470,2011-12-02,F1519/11,2011,Fourniture de journaux et revues à la Présidence de la République,Appel d'offres ouvert,Fournitures,Secrétariat Général de la Présidence de la République,,50000000.00,F CFA,TTC,Mamadou Sileymane DRAME (DRAMECO)
471,2011-12-02,F1520/11,2011,Fourniture d'effets vestimentaires destinés aux agents de la Présidence de la République,Appel d'offres ouvert,Fournitures,Secrétariat Général de la Présidence de la République,,17995000.00,F CFA,TTC,SOTECH sarl
473,2011-12-02,F1522/11,2011,Fourniture de matériels informatiques,Appel d'offres ouvert,Fournitures,Primature,Secrétariat Général du Gouvernement,31846523.00,F CFA,TTC,Touré Equipements
475,2011-12-02,F1524/11,2011,Fourniture de matériels d'exploration (appareils respiratoires isolants) au Groupement national des Sapeurs pompiers,Appel d'offres ouvert,Fournitures,Ministère de l'Intérieur ,,61494605.00,F CFA,HD-HT,CAFOMT
476,2011-12-02,F1525/11,2011,Equipement du palais de justice (lot n°3: matériels de restauration),Appel d'offres ouvert,Fournitures,Ministère de la Justice ,,86912900.00,F CFA,TTC,Compagnie de Commerce et de Services (CCS)
477,2011-12-02,F1526/11,2011,Fourniture d'équipements sportifs (lot n°1),Appel d'offres ouvert,Fournitures,Ministère des Sports et des Loisirs,,29500000.00,F CFA,TTC,AFRICA TRADING
478,2011-12-02,F1527/11,2011,Fourniture d'équipements sportifs (lot n°2),Appel d'offres ouvert,Fournitures,Ministère des Sports et des Loisirs,,5975048.00,F CFA,TTC,FERMON LABO
479,2011-12-02,F1528/11,2011,Fourniture d'équipements sportifs (lot n°3),Appel d'offres ouvert,Fournitures,Ministère des Sports et des Loisirs,,1013832.00,F CFA,TTC,FERMON LABO
480,2011-12-02,F1529/11,2011,Fourniture d'équipements sportifs (lot n°4),Appel d'offres ouvert,Fournitures,Ministère des Sports et des Loisirs,,3568674.00,F CFA,TTC,FERMON LABO
481,2011-12-02,F1530/11,2011,Acquisition de fournitures scolaires,Appel d'offres ouvert,Fournitures,Ville de Rufisque,,7274110.00,F CFA,TTC,ECIR
472,2011-12-02,T1521/11,2011,Construction d'un bâtiment administratif pour poste de police à l'unité 15 Parcelles assainies,Appel d'offres ouvert,Travaux,Commune d'Arrondissement des Parcelles Assainies,,51520107.00,F CFA,TTC,EDM SA
474,2011-12-02,T1523/11,2011,"Convention de concession pour l'achèvement, l'exploitation et le transfert du projet «cœur de Kaolack»",Appel d'offres ouvert,Travaux,"Ministère de l'Habitat , de la Construction et de l'Hydraulique",,0.00,F CFA,TTC,Saloum Investissement & Développement (SID)
482,2011-12-05,F1531/11,2011,"Fourniture en sept (07) lots de cadeaux de nouvel an pour les enfants du personnel (lots n° 1, 2, 3, 5, 6 et 7)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,18970000.00,F CFA,TTC,SOMBI BOUTIQUE
483,2011-12-05,F1532/11,2011,Fourniture en sept (07) lots de cadeaux de nouvel an pour les enfants du personnel (lot n° 4),Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,5130000.00,F CFA,TTC,Ets Nagi HOBALLAH
484,2011-12-07,F1533/11,2011,Fourniture de 245 000 manuels d'anglais destinés au cycle moyen,Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,345280000.00,F CFA,TTC,FERMON LABO
485,2011-12-07,F1534/11,2011,Fourniture de matériels pédagogiques et didactiques destinés aux Collèges de l'Enseignement Moyen: lot 1,Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,976950000.00,F CFA,TTC,FERMON LABO
488,2011-12-07,F1537/11,2011,Avenant n°2 au marché F1386/11 relatif à la fourniture de matériels roulants (véhicules et motos) à la DMTA,Avenant,Fournitures,Ministère de l'Economie et des Finances , DMTA,21240000.00,F CFA,TTC,TATA AFRICA SENEGAL
489,2011-12-07,F1538/11,2011,"Fourniture de divers mobiliers et matériels d'appartement destinés à Madame Thérèse Coumba DIOP ,MASSN",Entente directe,Fournitures,Ministère de l'Economie et des Finances , DMTA,9999998.00,F CFA,TTC,AFRICA DE TRAVAUX ET D'EQUIPEMENT
490,2011-12-07,F1539/11,2011,Avenant n° 1 au marché n°F1320/11 relatif à la fourniture de véhicules pour le compte de la DCMP,Avenant,Fournitures,Ministère de l'Economie et des Finances , DCMP,12500000.00,F CFA,TTC,SERA
491,2011-12-07,F1540/11,2011,Avenant n°1 au marché n° F1385 relatif de fourniture de matériels roulants (véhicules et motos) à la Direction du Matériel et du Transit Administratif (lot n°4),Avenant,Fournitures,Ministère de l'Economie et des Finances , DMTA,33640000.00,F CFA,TTC,CFAO Motors Sénégal
492,2011-12-07,F1541/11,2011,Avenant n°1 au marché n° 1386/11 relatif à la fourniture de matériels roulants (un véhicule) à la Direction du Matériel et du Transit Administratif (lot n°5),Avenant,Fournitures,Ministère de l'Economie et des Finances , DMTA,10620000.00,F CFA,TTC,TATA AFRICA SENEGAL
494,2011-12-07,F1543/11,2011,Acquisition de machines à grande vitesse,Entente directe,Fournitures,Ministère de Elections,,110000000.00,F CFA,HD-HT,Média Afrique Sarl
495,2011-12-07,F1544/11,2011,"Fourniture et installation d'équipements informatiques, mobiliers et ambulances pour le projet d'amélioration du secteur de la santé dans la région de Tambacounda (lot n° 4: ambulances)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,141005696.00,F CFA,HD-HT,Afrique Conception Distribution
497,2011-12-07,F1546/11,2011,Fourniture de moyen logistique pour le service national d'hygiène : lot n°2,Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,179952000.00,F CFA,TTC,CFAO Sénégal
